"X_id","OBJECTID","STRUCTID","ADDRESS","STREETNAME","CROSSSTREET1","CROSSSTREET2","DBH_TRUNK","WARD","BOTANICAL_NAME","COMMON_NAME","geometry"
800,73910,24568,4759,"LrAcyDKY St","fDVAMoba St","HExYixTN St",94.7,9,"Acer saccharinum","White Birch","POINT (-79.4480556921102 43.7465000557248)"
801,55791,95971,3453,"sINxjvXA St","UtarpJsH St","PQdBHrZy St",50.4,17,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.519135277695 43.8252872791141)"
802,54816,78737,830,"lwBKeZWX St","EpkASmlB St","efjEoTSo St",44.6,2,"Acer saccharinum","White Birch","POINT (-79.3886992454296 43.7642467952101)"
803,674,40171,2384,"vZTqSDBx St","ACzgZOVc St","dyjEXaSl St",73.3,3,"Betula papyrifera","Silver Maple","POINT (-79.5843157755909 43.7237193802372)"
804,17674,65649,55,"drmzVqOc St","fgJIaPid St","ZeJfeTsa St",75.8,21,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3553589971969 43.6554720479762)"
805,61189,22558,1334,"hvGqgirD St","TgqdQOlI St","aeabKuYY St",70,18,"Acer saccharinum","White Birch","POINT (-79.3483491044957 43.8750208138255)"
806,59857,206,4811,"WnSCSnjm St","UkBWgUcW St","MegwtzTT St",62,3,"Acer saccharinum","White Birch","POINT (-79.3265634185402 43.7360961193452)"
807,26234,21259,659,"FaKGDLUx St","oAxfaAuE St","PZVDtTYa St",33.9,8,"Acer saccharinum","Silver Maple","POINT (-79.5090070681414 43.6608827137155)"
808,25855,54089,2971,"ZLbpWLBX St","aPPgQurF St","AkQlmTjv St",67.8,16,"Picea pungens","Colorado Blue Spruce","POINT (-79.3314565696521 43.8701779990457)"
809,68747,24027,3288,"FeTffAdq St","axoFcQIV St","NWBjVGtR St",12.5,13,"Picea pungens","Silver Maple","POINT (-79.57335621682 43.8768385172589)"
810,7103,25012,253,"HtsNaGSW St","coJpBfJU St","vhxGjLKq St",35.3,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.4057609678013 43.7479674988426)"
811,86201,81328,1313,"fspLlaRH St","DrFWMToy St","ZqDVLVAA St",85.9,17,"Picea pungens","Silver Maple","POINT (-79.5663279233268 43.7805739426054)"
812,85279,58206,3836,"GppIHmMZ St","RsQiGrWq St","BZrQCaPm St",41.6,20,"Betula papyrifera","White Birch","POINT (-79.431213765312 43.7560239028884)"
813,1762,59407,1297,"tDPfUTjy St","rJotoqjy St","pZfvmxVT St",17.6,14,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4037053296575 43.8805448975414)"
814,27251,64090,957,"vTIGozZQ St","GrfqOEWq St","ZVEnYUoh St",61.9,3,"Acer saccharinum","White Birch","POINT (-79.5091721697012 43.8053387583233)"
815,69961,48129,1674,"vvrKZeLL St","tbbUhnjt St","adypUYmF St",32,6,"Acer saccharinum","White Birch","POINT (-79.5271943629719 43.6834111876553)"
816,88698,29927,88,"FJIhRgFM St","kmHOhjpZ St","HtJoCYrJ St",83,10,"Betula papyrifera","Silver Maple","POINT (-79.5094733724138 43.8758566827048)"
817,63162,45374,3887,"XcPTyhsd St","IPPUBvfh St","CUGWTDAN St",19.1,18,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4862182557816 43.7143538494129)"
818,13344,3339,4774,"kPOwyoUt St","XTGhQiDQ St","UUCIxXZe St",75,4,"Betula papyrifera","White Birch","POINT (-79.4482292110566 43.611928463541)"
819,83956,57310,3481,"ZWBRsvYT St","qMLckNUm St","cuuLNEmM St",91.7,24,"Picea pungens","Colorado Blue Spruce","POINT (-79.3525082955137 43.6078602476744)"
820,97921,37978,3639,"IIZmsZbJ St","iSNiqbYc St","biieBHsE St",8.6,20,"Betula papyrifera","White Birch","POINT (-79.5291029510321 43.6313405432273)"
821,79943,96259,2172,"gLseJEUE St","jjjvohbp St","qozuWrgl St",11.7,11,"Picea pungens","Colorado Blue Spruce","POINT (-79.5751500364393 43.8470157825388)"
822,1607,48270,3019,"nZEwtvHG St","iLPRAtqo St","aKxyDyKN St",22.7,1,"Picea pungens","Silver Maple","POINT (-79.4764666387113 43.6113440224901)"
823,43391,71259,1682,"fNdROPen St","bfKIJqYX St","YeBOXSdp St",86,8,"Betula papyrifera","Silver Maple","POINT (-79.3720105911605 43.783766991389)"
824,14303,40127,2384,"WEqFEMut St","BnuPVCbF St","qKuPCAxp St",11.8,24,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5373103925027 43.64143606734)"
825,67147,51217,3721,"UfLkHesT St","iKCMxLxB St","QUtAMymq St",91,25,"Picea pungens","Silver Maple","POINT (-79.4342802975792 43.6307918994688)"
826,99873,3540,2182,"DsczOXLS St","CzFIgwnK St","VAgOOgUN St",59.5,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4259641197743 43.829815726704)"
827,61034,93456,2640,"WiblSYLt St","AczgIJUO St","tcXyRGTj St",67.6,24,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5743269579252 43.6007976180641)"
828,90361,95870,3369,"nfmsxzIQ St","ZWRzNCbi St","ewHBtfSX St",63.5,21,"Picea pungens","Silver Maple","POINT (-79.4166987505276 43.7922972988104)"
829,9813,29720,568,"IYKQGPyJ St","vtvYEtQK St","RWUHGPoK St",67.2,18,"Betula papyrifera","Silver Maple","POINT (-79.3284633653471 43.7912115607876)"
830,99314,16925,4098,"AZEFLBVZ St","xHwNHPyF St","IzscGCBA St",50.9,10,"Acer saccharinum","White Birch","POINT (-79.5528394823428 43.7767560688313)"
831,77391,51035,797,"WJrEuPHN St","IsNyeQWs St","VjSZXvWa St",22.2,6,"Acer saccharinum","White Birch","POINT (-79.3369948166888 43.6508189396933)"
832,68807,85758,156,"eYCDqrJQ St","BEFYpdAD St","CRyDOaqp St",53.4,14,"Betula papyrifera","Silver Maple","POINT (-79.5924062233651 43.7635327832773)"
833,72042,31451,1223,"iwIyaZZc St","iEEpWHZq St","oIIZWLmd St",35.9,3,"Picea pungens","Silver Maple","POINT (-79.4832941270899 43.7635956769576)"
834,90928,99466,3785,"HzhKzFax St","uJQmPSpl St","fxHBFkjc St",12.6,23,"Betula papyrifera","White Birch","POINT (-79.5998531647725 43.6720870376797)"
835,46339,948,3085,"RDPNSMdN St","RPjEsPLf St","aiohqrTa St",78.9,15,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4978762193816 43.7555673806462)"
836,10557,28414,563,"JOwwliqG St","ouSrjiRN St","kzgWEasv St",31.2,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3054832741851 43.7399032452144)"
837,19807,92329,4864,"vdHFJggK St","xPrmVeAK St","MftABUdP St",46.8,22,"Picea pungens","White Birch","POINT (-79.5324725942919 43.7084827850107)"
838,91903,7874,638,"QMkAYJnC St","uhWbEvcO St","ryJRERPE St",71.5,1,"Betula papyrifera","White Birch","POINT (-79.5423104113434 43.7800448086346)"
839,73691,83596,1149,"CJncBiZM St","aJQMshKg St","xUSQiHDg St",95.6,1,"Betula papyrifera","Silver Maple","POINT (-79.3350217511877 43.7553422426572)"
840,46129,1202,3826,"jDLnwfer St","dPFKhIgV St","mUjdkKLM St",64.3,22,"Acer saccharinum","White Birch","POINT (-79.3960615529446 43.8626889615552)"
841,65308,29306,1476,"CXwagUUz St","DYSsnxuT St","EqfWnFni St",97.8,25,"Betula papyrifera","Silver Maple","POINT (-79.5917624182533 43.8762044985779)"
842,28623,6875,970,"nUFHamfy St","klSazBQd St","oEwhqFRp St",66.8,11,"Betula papyrifera","White Birch","POINT (-79.3744049999863 43.6666744063841)"
843,94953,77636,2857,"ACRtMYhV St","GWNtvcRk St","QIBFOvoX St",64.5,20,"Picea pungens","Colorado Blue Spruce","POINT (-79.5601988263661 43.6231179812923)"
844,27955,72736,3523,"tVdAKxYs St","krxyTLNf St","XdoKrTqB St",49.2,14,"Acer saccharinum","Silver Maple","POINT (-79.4999133960344 43.8621129026869)"
845,3302,93868,2919,"IfIkABUO St","QJzALDgn St","zkpaPGNp St",36.2,21,"Betula papyrifera","White Birch","POINT (-79.3775225579971 43.6476351016434)"
846,55209,35304,2585,"lMfXHfQK St","qvGMigrQ St","xkZXsITN St",69.9,16,"Acer saccharinum","Silver Maple","POINT (-79.5037710664561 43.8226975592319)"
847,51897,70528,18,"tqohkfTu St","ZeLPWkhm St","MPpKBjYl St",62,13,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3036469367333 43.6214879658539)"
848,96062,36558,4782,"YWGYaFiO St","PyntUGNH St","BSsPOtRJ St",52,18,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5091603260022 43.8241889113095)"
849,1847,17242,1587,"bXegAGfn St","wQDYgaUK St","oPDODWcK St",77.8,24,"Betula papyrifera","Silver Maple","POINT (-79.5067683661589 43.7842854621122)"
850,11276,75562,2050,"TlFHTVdl St","XDXyKsNB St","RRnchJjQ St",90.8,9,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5822595581878 43.7465685351752)"
851,60972,3838,4790,"ISahGaHF St","PirkrIoX St","DuxZBwnA St",93.6,21,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3330305234296 43.7188182223821)"
852,8412,48235,3995,"yMoqCtVB St","qQzczlRF St","GyFfhpWz St",49.7,6,"Betula papyrifera","White Birch","POINT (-79.5434219828807 43.6232285466278)"
853,46971,38258,4075,"cyTesbzr St","CakeMohL St","LwFUgnom St",35.8,7,"Picea pungens","Colorado Blue Spruce","POINT (-79.4638562492328 43.6956492731115)"
854,66737,11799,1535,"OhpntmiW St","GCjLFsyp St","dcfgjFbj St",75.2,16,"Betula papyrifera","Silver Maple","POINT (-79.5570671659429 43.8002503660042)"
855,46355,39574,1452,"jaurcYBW St","JZtSJeiA St","RALGvAwS St",46,9,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5286391516915 43.6636405958794)"
856,18535,34462,689,"ibFdOfVN St","QUnevExg St","pUDKjvqV St",29.4,16,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5075292392867 43.6685773995938)"
857,7111,48697,4397,"AZWPqCNc St","eqHkLAyY St","SbBdtkTP St",65.1,12,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4589210960548 43.6036167772487)"
858,72300,8935,3909,"DrTMOqgO St","coRjkQEq St","ebhFLesv St",71.6,19,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4990198163548 43.723024137551)"
859,41939,73287,1627,"NsMThNjs St","RsKrAKjm St","zQwxjIBf St",60.7,16,"Acer saccharinum","Silver Maple","POINT (-79.5249013257911 43.6127994054463)"
860,85560,94844,724,"tHsGNVqI St","PjedpiZf St","AXhvbCSE St",35.1,17,"Acer saccharinum","White Birch","POINT (-79.4532197790919 43.8918120296905)"
861,3366,66811,4138,"EpdUBAih St","rzJjaMIs St","hihVbriV St",28.7,21,"Acer saccharinum","White Birch","POINT (-79.4066438085167 43.6058835191419)"
862,66984,52192,2126,"HTYMffDr St","ukoWFfmH St","ypJLJYDc St",83.1,11,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4766626251396 43.6118530758657)"
863,87078,16162,3329,"qqsXfnFM St","iImzzcKk St","VBgmhafa St",57.2,25,"Picea pungens","Colorado Blue Spruce","POINT (-79.4595636473736 43.6796748224413)"
864,12083,84685,3942,"DFDwRvXW St","fWpIWESP St","AddyHqCg St",34.3,7,"Betula papyrifera","White Birch","POINT (-79.4058108812664 43.7885164368665)"
865,56286,45816,193,"huojPwsZ St","hRpgGsWV St","oCqfjOde St",41.9,2,"Picea pungens","White Birch","POINT (-79.5250984020065 43.7282475647051)"
866,42481,66430,2056,"SfDdneku St","UybVxoKJ St","MktEzBls St",31.3,19,"Acer saccharinum","Silver Maple","POINT (-79.4762935288716 43.8995960125234)"
867,96085,29745,2624,"cBjxwFTQ St","XODQNbWE St","MikAPiOM St",90.5,6,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5641823304584 43.6367391332984)"
868,81623,16856,2131,"rZPIvrWg St","RBOwhwYq St","TxKlhIrF St",25.6,6,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.435071545816 43.8928299160674)"
869,42868,92864,366,"VTmOldwd St","McGEnAGQ St","gwmIabZr St",50.5,12,"Acer saccharinum","White Birch","POINT (-79.3198219453217 43.6460740189767)"
870,63521,34256,2410,"jurznuQx St","pvXEioDt St","ogGlvuPg St",38.3,15,"Acer saccharinum","Silver Maple","POINT (-79.416022248799 43.6030664905673)"
871,51186,99395,549,"uAIYsVJu St","ZGexyorv St","PMbzOQOI St",11.9,6,"Acer saccharinum","White Birch","POINT (-79.5650721940212 43.6846757610561)"
872,18970,19349,3786,"rtXfaByo St","RmzYEtiX St","NTgnwCOU St",66,6,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5172951773973 43.653014413896)"
873,64687,3486,2272,"LTsoMEaN St","gmsZkxYT St","BlRUisPj St",97.5,6,"Betula papyrifera","White Birch","POINT (-79.312073305971 43.8630335021997)"
874,49957,62794,689,"XTyYuHbA St","RNEgtoZb St","MUvFSnhS St",48.3,12,"Betula papyrifera","White Birch","POINT (-79.3283071905142 43.6049758468289)"
875,81019,19131,1868,"cLbPEQCq St","OtqFpffN St","RiwMbUdp St",13,6,"Acer saccharinum","White Birch","POINT (-79.5778851750772 43.6368630635785)"
876,22312,85706,4017,"WRVSMJJl St","COjCzVDS St","EYLrxTrf St",92,2,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4064578696853 43.7776592466282)"
877,64353,72619,800,"YIyjSstr St","Omtpdyif St","vLabOMUx St",14.9,23,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5772069223691 43.6847285954049)"
878,73796,68654,2149,"UOgszBge St","geSulTeL St","tfnBLfjm St",15.8,22,"Betula papyrifera","White Birch","POINT (-79.4452783829998 43.7265117155155)"
879,66844,24198,4970,"NyCmPcrP St","HtCgZCAm St","gyZeWtdW St",63.4,15,"Betula papyrifera","Silver Maple","POINT (-79.426426020544 43.7707454336574)"
880,82487,61655,1335,"QZpzVsEq St","PdXIzhAG St","tbtZYUqG St",35.2,9,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.3958115177695 43.6253780648811)"
881,20439,92863,2859,"BwIDaVQG St","rBMDBzFj St","MVDGNaDH St",44.7,2,"Picea pungens","Silver Maple","POINT (-79.5054425073555 43.8768121884437)"
882,67538,48962,3795,"LTbRHrra St","lHVGbYRz St","sgoEUjtF St",44.9,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.568702557357 43.8386491942219)"
883,29708,96416,36,"OGWFJGkO St","XoDkqTtK St","iRnQpFQo St",20.1,21,"Betula papyrifera","White Birch","POINT (-79.4799067283748 43.69997319947)"
884,3288,26351,4401,"hsRSBddI St","nYFwTglC St","ozdMPVuM St",81.5,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4193654839648 43.6051067305962)"
885,98520,45269,1623,"igjDsaKu St","kOAcDNLD St","zBwOIYWH St",51.8,20,"Betula papyrifera","White Birch","POINT (-79.4705147747183 43.8570213851053)"
886,11159,30160,1225,"LJFepBQk St","BppgSOrx St","kpzNFqkt St",97.9,5,"Acer saccharinum","White Birch","POINT (-79.3591047143796 43.7424619673518)"
887,72778,75837,1235,"LnZrWkNz St","WTvOAAMU St","pxtwzxYs St",41.5,13,"Picea pungens","Colorado Blue Spruce","POINT (-79.3748085451778 43.7481630771421)"
888,27644,78658,2747,"yeLZtRlY St","qZgDURww St","KiRPUmDf St",6.4,6,"Picea pungens","Silver Maple","POINT (-79.5570206838893 43.7470713384449)"
889,81147,55792,1735,"ykclaVNA St","SxzbZyKZ St","CtNLPJHd St",9.2,15,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4408036227571 43.7539825079031)"
890,57436,69585,1845,"FbTmOCPe St","WqnwuCrE St","gcEgHwPT St",51.1,22,"Picea pungens","White Birch","POINT (-79.5477045055712 43.7834612283623)"
891,40703,50050,1318,"hGRWAMVa St","JSBMljcq St","xQbRrsIz St",62.7,6,"Picea pungens","Silver Maple","POINT (-79.4193065012805 43.856449009385)"
892,12467,32929,3322,"dlYOerQp St","xChlvxVx St","eWBjycle St",48.2,11,"Picea pungens","Silver Maple","POINT (-79.5384301969549 43.7959129452007)"
893,86872,98362,3378,"rvTJQJqu St","ZnWswuok St","BdwtwlaM St",90.8,10,"Acer saccharinum","Silver Maple","POINT (-79.4844833198702 43.6848057745025)"
894,65864,12641,1736,"tWRWXNMV St","NLcPKdAT St","FIeOamyE St",92,9,"Picea pungens","Colorado Blue Spruce","POINT (-79.3300221605925 43.8038882547524)"
895,43474,26687,1132,"cUxQqZmk St","MVQDOSpj St","boDMiaoc St",79.6,19,"Betula papyrifera","White Birch","POINT (-79.5237504874822 43.653392002848)"
896,38461,65668,1674,"joVvCIod St","DjTCgLcN St","pltaVYjq St",64.6,17,"Betula papyrifera","White Birch","POINT (-79.4806448535062 43.6556620634859)"
897,34622,75927,2086,"cvPMvppC St","OSuozuaC St","muKVOSEK St",82.7,9,"Picea pungens","Silver Maple","POINT (-79.5424309352878 43.8426221431233)"
898,45776,49376,149,"uioNLKUn St","dYvLoxkq St","TPnlNvHw St",87,19,"Acer saccharinum","Silver Maple","POINT (-79.309546141699 43.7570455968147)"
899,15127,8385,668,"BTVIBVcK St","FCRvFlID St","TBoiLGsu St",72.3,19,"Picea pungens","White Birch","POINT (-79.4829127475619 43.7654488970991)"
900,5190,83671,1371,"dBNrZXCE St","HuqlCtfG St","QOraCbEo St",79.1,10,"Picea pungens","White Birch","POINT (-79.5588609576225 43.7630547742359)"
901,13835,3018,4070,"hOyplVxz St","RdfeFroq St","OcKRrSmI St",60.2,9,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4061885613715 43.7039336200105)"
902,46988,92902,3821,"WWUptvkA St","fhnhLTIu St","vCDHmFhx St",62.8,17,"Picea pungens","White Birch","POINT (-79.5603160033468 43.8784669821151)"
903,4798,36182,2056,"orXHZKfe St","CkOzKicY St","hlmRDVlf St",46.9,7,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4732529482338 43.799272866291)"
904,60389,86457,4881,"asoCStJE St","VijClpad St","WZdhSBnR St",23,7,"Betula papyrifera","White Birch","POINT (-79.563680417696 43.694298021053)"
905,10247,6397,3162,"wGLsfOBo St","nAvSmhrn St","rBVjfaxl St",14.9,21,"Picea pungens","Silver Maple","POINT (-79.505638992996 43.6580482311547)"
906,70345,87966,3931,"NrztbTph St","wogDZTkt St","AJbdyTRd St",52.3,2,"Betula papyrifera","White Birch","POINT (-79.517839373718 43.6912239986472)"
907,23948,53092,1900,"kaEopWHy St","jIcmORlT St","KPemKKCk St",20.8,13,"Picea pungens","Silver Maple","POINT (-79.5499452224932 43.8598803947214)"
908,95993,52268,460,"nxFtZukz St","KmOhUNMj St","QiAnJWhU St",58.8,12,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5124272417044 43.6356867018854)"
909,53980,79429,4220,"TgXPlEnm St","UuzfrzLr St","otZDYyYo St",56.1,22,"Acer saccharinum","White Birch","POINT (-79.5641902540112 43.6959716306301)"
910,47840,2960,1232,"wWzcXhvJ St","zhOCeNul St","krDlTMph St",99.4,4,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3637260914314 43.8998103960417)"
911,4343,44157,414,"njbWYrIf St","tWseKVEG St","OUHgdFiL St",8.5,11,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5269019922009 43.8201988645131)"
912,81107,97843,2657,"rTsbQuFQ St","vtYjfIjc St","fQmRHeqH St",67.8,14,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4784660395235 43.854109222698)"
913,27682,31772,2423,"altNxzPt St","CCXdqlkk St","nvfgjGDF St",53.1,23,"Betula papyrifera","Silver Maple","POINT (-79.5320430434775 43.8221725707408)"
914,46776,20786,3886,"XUxsRKIm St","uORDYyaQ St","ykNytouf St",30.3,25,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.447771437047 43.8857554065064)"
915,58700,68497,1904,"hBzHLjQy St","UvQkIuUs St","EWQFZRJL St",32.9,24,"Acer saccharinum","White Birch","POINT (-79.4897619507974 43.6074348591035)"
916,82762,74406,4266,"XsbfSpjJ St","ELDUPIEF St","hUXePVLl St",37.5,13,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4290592883248 43.672833466134)"
917,43536,15179,4987,"NlXAnkcc St","zPhJqrPk St","qigPFHxV St",95.8,10,"Picea pungens","Colorado Blue Spruce","POINT (-79.3164808728965 43.8154024469899)"
918,26818,532,227,"nZERKUWk St","DqQotcsP St","tkZZyOGX St",46.6,9,"Betula papyrifera","White Birch","POINT (-79.4896340025822 43.6620495869545)"
919,30856,64846,3652,"CBdUqoXF St","KFBOSfTL St","ClAZNTOS St",89.9,2,"Picea pungens","Colorado Blue Spruce","POINT (-79.537966193934 43.6992997259833)"
920,16225,71225,4877,"CKUeFKUQ St","pMNKDQno St","qouhdLUj St",63,13,"Picea pungens","White Birch","POINT (-79.480147797009 43.6660839176504)"
921,30552,35526,3551,"EXBdpGfZ St","LJgJWaRq St","PMqvLjWC St",36.9,15,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5091058576014 43.796154026268)"
922,528,17816,1774,"GaEVFwPX St","gPjlJwTL St","PkPcYWds St",9.5,18,"Picea pungens","Silver Maple","POINT (-79.3048420486739 43.8708689219085)"
923,90279,62106,2113,"uXhqIjry St","seUjDWGO St","hdNaDFyy St",68.8,20,"Picea pungens","Colorado Blue Spruce","POINT (-79.4055923461216 43.611765066511)"
924,74686,64204,159,"EWxEUDwh St","oJQsdpwv St","mAriJQGe St",36.7,17,"Acer saccharinum","White Birch","POINT (-79.4876928488025 43.8392529605189)"
925,663,20578,3590,"IxZHPVgV St","tncuULgv St","erIPnOmb St",10,12,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3477301409002 43.6041555267293)"
926,96403,42045,1457,"IuFHIyxH St","OVdWsiNE St","tzYOSKEF St",42.4,6,"Betula papyrifera","Silver Maple","POINT (-79.3080946515081 43.8799178342335)"
927,65228,91216,792,"eNsRLrXU St","rLqqnBmR St","cCzyWaPd St",14.3,14,"Betula papyrifera","White Birch","POINT (-79.3052454777062 43.8698411909165)"
928,59056,16858,2339,"YBUtXagl St","QjqFkSAv St","DMWBCHnw St",65.2,22,"Betula papyrifera","White Birch","POINT (-79.4327195705147 43.8367165934062)"
929,60043,55081,3519,"LvoUyFYB St","gBkTgfYq St","cJzogqpa St",78.7,14,"Betula papyrifera","Silver Maple","POINT (-79.5449360022787 43.8186358282343)"
930,86011,50786,1,"kTeGZhiH St","loPcvVis St","zuKOQkGF St",9.4,21,"Picea pungens","Silver Maple","POINT (-79.5608145144535 43.7817453698721)"
931,30481,42046,1472,"YEJtYYuw St","QWpvvyLQ St","LQYXJqYc St",57.5,6,"Picea pungens","White Birch","POINT (-79.4179834629875 43.8689473029226)"
932,66329,80384,2382,"lXhKXbkk St","JQLZBAVc St","kvupAWFi St",17.3,24,"Betula papyrifera","White Birch","POINT (-79.596607407718 43.8336738491897)"
933,6601,57525,4592,"BdYfDIRI St","CMuXilSm St","kyzDGnIQ St",20.8,8,"Picea pungens","Colorado Blue Spruce","POINT (-79.5457681770436 43.6368903019)"
934,28476,1682,4173,"EYuKMjQX St","INntjrUo St","wCDCuFFM St",18.9,20,"Picea pungens","White Birch","POINT (-79.467423788947 43.6923438146943)"
935,22232,73364,729,"uWpXTKBs St","wyBXZlem St","AjOPwxbi St",68.6,5,"Picea pungens","White Birch","POINT (-79.3119959588861 43.8548290108098)"
936,90572,59642,3679,"pbSUMrPd St","lTHkqZRj St","YsgnXpzi St",50.5,10,"Acer saccharinum","Silver Maple","POINT (-79.4091418083757 43.8996988834813)"
937,32489,94325,2385,"GwEBIGsj St","oSQPHwFG St","nbgbHdSL St",64.8,6,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.3415791878477 43.7069666352123)"
938,55439,80747,3432,"HPTmkhiM St","tOaHFJXL St","EaLcMEIo St",73.1,15,"Picea pungens","Silver Maple","POINT (-79.3504425300751 43.839766682894)"
939,25605,64983,4208,"BxwpdLrM St","LUELgVOp St","LNWusWwv St",51.7,15,"Acer saccharinum","Silver Maple","POINT (-79.5472376500489 43.6857505632099)"
940,44288,5821,851,"JgRBUSmR St","KYtodUiA St","TuwwtBwe St",49.9,18,"Acer saccharinum","Silver Maple","POINT (-79.3984573609894 43.6300508351531)"
941,16007,56135,1324,"FUQzmSsq St","wIeIDAin St","uhdMATgL St",68.8,14,"Picea pungens","White Birch","POINT (-79.3030601829058 43.6944396766135)"
942,3802,33127,4114,"JCvCXuWZ St","wlPzzDfx St","HcZTsHdF St",31.3,19,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.4992145118304 43.8435188300442)"
943,54615,54035,3360,"mTqNLRpK St","friksJIO St","gztoMLyO St",24.6,2,"Picea pungens","Silver Maple","POINT (-79.4453625728609 43.761429211474)"
944,3632,80735,4402,"IQpjPKLu St","vQwBwmhI St","ReSlWrqc St",90.7,14,"Betula papyrifera","White Birch","POINT (-79.5743278080597 43.702312326571)"
945,38026,92139,502,"sQjBFXqj St","ALZulGov St","rjUpiLrX St",33.1,10,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.571265005949 43.7480599625502)"
946,87836,33281,4079,"UplCjSIu St","fuvvpoaW St","VParRgjH St",21.2,20,"Picea pungens","Silver Maple","POINT (-79.3907765880227 43.8371739738155)"
947,64748,2356,3257,"XpZnRQBL St","OoJmvHfM St","PnwIVYWS St",28.9,3,"Picea pungens","White Birch","POINT (-79.3360682559665 43.826957664662)"
948,16648,51025,1676,"PcjkrStX St","veBSNjBW St","qNyjidzb St",21.1,7,"Picea pungens","Silver Maple","POINT (-79.3505646474194 43.6731522581307)"
949,29532,4307,3083,"nqVoSWOM St","lIoxKvrL St","RMjIZjzm St",40.2,15,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.5471513729542 43.7650987484725)"
950,39728,94785,1832,"qoOZeVqm St","tKuhKVUA St","UmzmiWaD St",99,24,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.5941947948653 43.8619401134551)"
951,78590,26889,1106,"hYdyRFGE St","ulaJxWuN St","QBMQZcPj St",66.7,14,"Picea pungens","White Birch","POINT (-79.5756592733785 43.7182543205563)"
952,22253,31234,4131,"UEKycQag St","shHFojbA St","kFsFZHem St",71,23,"Acer saccharinum","Colorado Blue Spruce","POINT (-79.523613458313 43.6760771826841)"
953,6502,31422,913,"TElNwfbo St","vYJpbDho St","iGEqgMeW St",62.1,9,"Betula papyrifera","White Birch","POINT (-79.3817457293393 43.800326953968)"
954,3103,97645,1088,"kwHRXcaq St","jiSCyCjG St","rTkKOhrv St",38.8,23,"Picea pungens","Silver Maple","POINT (-79.5205203966936 43.8664219777798)"
955,11372,98370,410,"jFhWdYhz St","GiAccZok St","SeRwFwvD St",6,7,"Betula papyrifera","White Birch","POINT (-79.594295648369 43.6792510824511)"
956,38557,69332,277,"JVdfCoqL St","nPaESpTW St","lZrubGPD St",60.5,21,"Betula papyrifera","Colorado Blue Spruce","POINT (-79.4207877594512 43.6769276727457)"
957,32411,52350,3303,"niYaxGPU St","olTBxqPi St","zXITFBud St",51.3,25,"Picea pungens","White Birch","POINT (-79.3868692591553 43.6291329857428)"
958,11080,67949,1993,"uonkzpuS St","yhhJbDEf St","VdpODphe St",95.9,1,"Acer saccharinum","Silver Maple","POINT (-79.4471804060042 43.8736243987456)"
959,20992,51776,3957,"oGlokBpJ St","txXNMAHn St","CpRZKYgC St",66,6,"Picea pungens","Silver Maple","POINT (-79.571242363425 43.7031627363758)"
